fn,label,Sample_Length,Noise_fn,Noise_Amplitude,dB_Noise_SPL,Clip_Group,Prob_Accuracy,Audio_amplitude,dB_Audio_SPL
PadSampleAudio/XKCDZT0.wav,enva endiirwa,54243,Noise_clip/XKCDZT0.wav,0.044986881,49,good,0.7,0.639316618,72
PadSampleAudio/25U7QJE.wav,akatungulu,54243,Noise_clip/25U7QJE.wav,0.0008231610000000001,14,best,1.0,0.755388141,73
PadSampleAudio/J34Q5Z9.wav,amakungula,54243,Noise_clip/J34Q5Z9.wav,0.041716218,48,good,0.7,0.882530868,75
PadSampleAudio/NFRV36E.wav,enkota,54243,Noise_clip/NFRV36E.wav,0.004946280999999999,30,best,1.0,0.333500236,66
PadSampleAudio/DGR5DBX.wav,ekirime,54243,Noise_clip/DGR5DBX.wav,0.020209931,42,good,0.7,0.493389457,70
PadSampleAudio/JMSP150.wav,mpeke,54243,Noise_clip/JMSP150.wav,0.030997874,46,good,0.7,0.430703551,68
PadSampleAudio/RRXX00B.wav,omuyembe,54243,Noise_clip/RRXX00B.wav,0.747200429,73,bad,0.2,0.787246406,74
PadSampleAudio/HDAOCOA.wav,dig,54243,Noise_clip/HDAOCOA.wav,0.002471345,24,best,1.0,0.03202229,46
PadSampleAudio/50Q3BF9.wav,harvest,54243,Noise_clip/50Q3BF9.wav,0.018063007,41,good,0.7,0.793838203,74
PadSampleAudio/7DW57UX.wav,endagala,54243,Noise_clip/7DW57UX.wav,0.7060778740000001,73,bad,0.2,0.708342314,73
PadSampleAudio/ID9MABS.wav,weeding,54243,Noise_clip/ID9MABS.wav,0.060683534,51,bad,0.2,0.8202697040000001,74
PadSampleAudio/AY2VOEV.wav,lumonde,54243,Noise_clip/AY2VOEV.wav,0.003343706,26,best,1.0,0.458538115,69
PadSampleAudio/I5BOJC5.wav,ensigo,54243,Noise_clip/I5BOJC5.wav,0.003264412,26,best,1.0,0.345374584,67
PadSampleAudio/HGBCZYU.wav,ennimiro,54243,Noise_clip/HGBCZYU.wav,0.038244531,47,good,0.7,0.487136096,70
PadSampleAudio/B1AE0FX.wav,nursery bed,54243,Noise_clip/B1AE0FX.wav,0.001570131,20,best,1.0,0.030904043,46
PadSampleAudio/X9I70XU.wav,okuzifuuyira,55325,Noise_clip/X9I70XU.wav,0.363813758,67,bad,0.2,0.908631563,75
PadSampleAudio/TOHHXQG.wav,olusuku,54243,Noise_clip/TOHHXQG.wav,0.034250207000000005,46,good,0.7,0.377855748,67
PadSampleAudio/83JBCDZ.wav,plantation,54243,Noise_clip/83JBCDZ.wav,0.009284186,35,best,1.0,0.143546045,59
PadSampleAudio/PKID5PZ.wav,amakoola,54243,Noise_clip/PKID5PZ.wav,0.0,-63,best,1.0,0.16174069,60
PadSampleAudio/JPBXRKO.wav,amalagala,55566,Noise_clip/JPBXRKO.wav,0.633368134,72,bad,0.2,0.828880906,74
PadSampleAudio/P65KWVN.wav,ebikolo,54243,Noise_clip/P65KWVN.wav,0.362492353,67,bad,0.2,0.6710926290000001,72
PadSampleAudio/KEOO762.wav,kasaanyi,54243,Noise_clip/KEOO762.wav,0.000491986,10,best,1.0,0.8780652879999999,75
PadSampleAudio/Q5ZSXI6.wav,obulwadde,55453,Noise_clip/Q5ZSXI6.wav,0.36497885,67,bad,0.2,0.918038547,75
PadSampleAudio/OI1F4W8.wav,npk,55298,Noise_clip/OI1F4W8.wav,0.391640365,68,bad,0.2,0.391640365,68
PadSampleAudio/AX82ISA.wav,kikolo,54243,Noise_clip/AX82ISA.wav,0.048162412,49,good,0.7,0.702899396,73
PadSampleAudio/GC86SPR.wav,obulimi,54243,Noise_clip/GC86SPR.wav,0.090201668,55,bad,0.2,0.7479950790000001,73
PadSampleAudio/XN21SNK.wav,maize,55325,Noise_clip/XN21SNK.wav,0.277446866,65,bad,0.2,0.958324552,75
PadSampleAudio/5PVHEPI.wav,seed,54243,Noise_clip/5PVHEPI.wav,0.119736545,57,bad,0.2,0.718119442,73
PadSampleAudio/O737I56.wav,muwogo,54243,Noise_clip/O737I56.wav,0.000461622,9,best,1.0,0.729916453,73
PadSampleAudio/HU28HYY.wav,ennima,54243,Noise_clip/HU28HYY.wav,0.018227726,41,good,0.7,0.492739856,70
PadSampleAudio/0NCD6RV.wav,coffee,55239,Noise_clip/0NCD6RV.wav,0.104472518,56,bad,0.2,0.7202796340000001,73
PadSampleAudio/B0VT1JB.wav,ebijjanjalo,54243,Noise_clip/B0VT1JB.wav,0.029713603,45,good,0.7,0.63536346,72
PadSampleAudio/TCUX3UB.wav,irish potatoes,55261,Noise_clip/TCUX3UB.wav,0.243870541,64,bad,0.2,1.019133449,76
PadSampleAudio/LIA0YBJ.wav,ebimera,54243,Noise_clip/LIA0YBJ.wav,0.020219157,42,good,0.7,0.585332334,71
PadSampleAudio/2O69B78.wav,irrigate,54243,Noise_clip/2O69B78.wav,0.00107786,16,best,1.0,0.758699536,73
PadSampleAudio/GIQCL5F.wav,ebijjanjalo,54243,Noise_clip/GIQCL5F.wav,0.034318808,46,good,0.7,0.586610019,71
PadSampleAudio/4BJV6JV.wav,matooke,54243,Noise_clip/4BJV6JV.wav,0.033300795,46,good,0.7,0.77090174,74
PadSampleAudio/RSYQGJV.wav,omuceere,54243,Noise_clip/RSYQGJV.wav,0.024883777000000003,44,good,0.7,0.187975943,61
PadSampleAudio/PNBUX23.wav,ekirwadde,54243,Noise_clip/PNBUX23.wav,0.000943851,15,best,1.0,0.043996647,49
PadSampleAudio/23M4E0E.wav,kaamulali,54243,Noise_clip/23M4E0E.wav,0.029620448,45,good,0.7,0.703191638,73
PadSampleAudio/VZHJ6SY.wav,dig,54243,Noise_clip/VZHJ6SY.wav,0.017732766,41,good,0.7,0.803420424,74
PadSampleAudio/4JHNZF2.wav,ebisoolisooli,54243,Noise_clip/4JHNZF2.wav,0.027553285,45,good,0.7,0.403048158,68
PadSampleAudio/K8O6O53.wav,okuzifuuyira,54243,Noise_clip/K8O6O53.wav,0.000495507,10,best,1.0,0.8136576409999999,74
PadSampleAudio/8YQMR25.wav,ebigimusa,54243,Noise_clip/8YQMR25.wav,0.003892094,28,best,1.0,0.782598019,74
PadSampleAudio/EYWXCJ1.wav,farmer,54243,Noise_clip/EYWXCJ1.wav,0.197833598,62,bad,0.2,0.712559223,73
PadSampleAudio/2U4X3DX.wav,ndwadde,54243,Noise_clip/2U4X3DX.wav,0.001173403,17,best,1.0,0.6583395000000001,72
PadSampleAudio/94R9VA0.wav,leaf,54243,Noise_clip/94R9VA0.wav,0.14363609300000002,59,bad,0.2,0.787268698,74
PadSampleAudio/F8ZGDMQ.wav,afukirira,54243,Noise_clip/F8ZGDMQ.wav,0.523198962,70,bad,0.2,0.7083373070000001,73
PadSampleAudio/LRWGCX9.wav,ensujju,54243,Noise_clip/LRWGCX9.wav,0.030224189,45,good,0.7,0.56063205,71
PadSampleAudio/VSK9CGV.wav,ebisaanyi,55261,Noise_clip/VSK9CGV.wav,0.8739646670000001,75,bad,0.2,1.074595809,76
PadSampleAudio/SX1O62P.wav,ekirwadde,55325,Noise_clip/SX1O62P.wav,0.366888344,67,bad,0.2,0.863913953,74
PadSampleAudio/G05JCFF.wav,ensukusa,54243,Noise_clip/G05JCFF.wav,0.028484616,45,good,0.7,0.528210342,70
PadSampleAudio/HHZ2CP5.wav,caterpillar,55475,Noise_clip/HHZ2CP5.wav,0.018765748,41,good,0.7,0.312852949,66
PadSampleAudio/OIAIMLZ.wav,okuzifuuyira,55325,Noise_clip/OIAIMLZ.wav,0.658498824,72,bad,0.2,0.934431314,75
PadSampleAudio/S53SFYK.wav,sukumawiki,55261,Noise_clip/S53SFYK.wav,0.3698843120000001,67,bad,0.2,0.89065212,75
PadSampleAudio/4N6T83Q.wav,suckers,54243,Noise_clip/4N6T83Q.wav,0.323334336,66,bad,0.2,0.698612392,73
PadSampleAudio/ICAKJMX.wav,harvest,54243,Noise_clip/ICAKJMX.wav,0.030849321,46,good,0.7,0.77276504,74
PadSampleAudio/5QIFOI9.wav,amatooke,54243,Noise_clip/5QIFOI9.wav,0.0,-63,best,1.0,0.595615268,71
PadSampleAudio/3J8WKXR.wav,micungwa,54243,Noise_clip/3J8WKXR.wav,0.027085291,44,good,0.7,0.538401723,70
PadSampleAudio/IAWF2PB.wav,emiyembe,54243,Noise_clip/IAWF2PB.wav,0.000488715,10,best,1.0,0.891610682,75
PadSampleAudio/8C9AYM4.wav,ebiwojjolo,54243,Noise_clip/8C9AYM4.wav,0.001195108,17,best,1.0,0.35476228600000004,67
PadSampleAudio/L15U266.wav,caterpillar,54243,Noise_clip/L15U266.wav,0.029397991,45,good,0.7,0.128586963,58
PadSampleAudio/U1X9VPV.wav,obulimi,54243,Noise_clip/U1X9VPV.wav,0.005110629,30,best,1.0,0.124662399,58
PadSampleAudio/EG6SW01.wav,ebiwojjolo,54243,Noise_clip/EG6SW01.wav,0.000381406,7,best,1.0,0.79457581,74
PadSampleAudio/CRGUVGT.wav,akamonde,54243,Noise_clip/CRGUVGT.wav,0.0006235559999999999,12,best,1.0,1.034000993,76
PadSampleAudio/JXXFIXB.wav,ensujju,54243,Noise_clip/JXXFIXB.wav,0.006145175,32,best,1.0,0.978194594,76
PadSampleAudio/F06ML71.wav,akamonde,54243,Noise_clip/F06ML71.wav,0.035486385,47,good,0.7,0.491226465,70
PadSampleAudio/WPW71JZ.wav,endokwa,54243,Noise_clip/WPW71JZ.wav,0.008367538,34,best,1.0,0.490452141,70
PadSampleAudio/BMI7ZS2.wav,okusimba,54243,Noise_clip/BMI7ZS2.wav,0.19390873600000005,62,bad,0.2,0.7724882959999999,74
PadSampleAudio/REJ93YZ.wav,munyeera,54243,Noise_clip/REJ93YZ.wav,0.001563885,20,best,1.0,0.813789845,74
PadSampleAudio/ZR8RJ70.wav,weeding,54243,Noise_clip/ZR8RJ70.wav,0.000202859,2,best,1.0,0.746946573,73
PadSampleAudio/7FEU3QR.wav,mulimi,54243,Noise_clip/7FEU3QR.wav,0.016590673,40,good,0.7,0.419402808,68
PadSampleAudio/Q58PUG9.wav,kassooli,54243,Noise_clip/Q58PUG9.wav,0.008020159,34,best,1.0,0.627520502,72
PadSampleAudio/OYM7YQQ.wav,okuzifuuyira,54243,Noise_clip/OYM7YQQ.wav,0.002540142,24,best,1.0,0.772214293,74
PadSampleAudio/VSX6W7D.wav,farming instructor,54243,Noise_clip/VSX6W7D.wav,0.000826777,14,best,1.0,0.030206485,45
PadSampleAudio/R16F0W4.wav,ensiringanyi,54243,Noise_clip/R16F0W4.wav,0.00069627,13,best,1.0,0.036373705,47
PadSampleAudio/IMD6E7R.wav,fertilizer,54243,Noise_clip/IMD6E7R.wav,0.005325156,30,best,1.0,0.6168506739999999,72
PadSampleAudio/ONB800H.wav,pampu,54243,Noise_clip/ONB800H.wav,0.01842298,41,good,0.7,0.54771769,71
PadSampleAudio/5T3YAQG.wav,eddagala,54243,Noise_clip/5T3YAQG.wav,0.001722779,20,best,1.0,0.835771203,74
PadSampleAudio/FOTG6BG.wav,kukungula,54243,Noise_clip/FOTG6BG.wav,0.0,-63,best,1.0,0.173544317,61
PadSampleAudio/ITFPOUR.wav,akatunda,54243,Noise_clip/ITFPOUR.wav,0.057454318,51,bad,0.2,0.7207884790000001,73
PadSampleAudio/3PYCA2S.wav,ebirime,54243,Noise_clip/3PYCA2S.wav,0.003724699,27,best,1.0,0.652267575,72
PadSampleAudio/KBGFP5N.wav,kukungula,54243,Noise_clip/KBGFP5N.wav,0.0066757380000000005,32,best,1.0,0.6823871140000001,72
PadSampleAudio/AAPGF07.wav,irish potatoes,55325,Noise_clip/AAPGF07.wav,0.254769385,64,bad,0.2,1.044551969,76
PadSampleAudio/TX7WIWZ.wav,fertilizer,54243,Noise_clip/TX7WIWZ.wav,0.035598375,47,good,0.7,0.7626567479999999,73
PadSampleAudio/OIFJWIU.wav,drought,54243,Noise_clip/OIFJWIU.wav,0.007587327,33,best,1.0,0.76989609,73
PadSampleAudio/EI42SN7.wav,ebiwojjolo,54243,Noise_clip/EI42SN7.wav,0.00033189900000000003,6,best,1.0,0.8389268520000001,74
PadSampleAudio/SMNDURA.wav,omulimi,54243,Noise_clip/SMNDURA.wav,0.017184947,40,good,0.7,0.039904807,48
PadSampleAudio/7UFI751.wav,nambaale,54243,Noise_clip/7UFI751.wav,0.0013653270000000002,18,best,1.0,0.793053329,74
PadSampleAudio/D84TZ7L.wav,ebikongoliro,54243,Noise_clip/D84TZ7L.wav,0.039197285,48,good,0.7,0.615506172,72
PadSampleAudio/QNCCEIU.wav,obusaanyi,54243,Noise_clip/QNCCEIU.wav,0.000125681,-1,best,1.0,0.507493019,70
PadSampleAudio/AQZW7G0.wav,kasaanyi,54243,Noise_clip/AQZW7G0.wav,0.038277633,47,good,0.7,0.7764604690000001,74
PadSampleAudio/740DBZK.wav,irish potatoes,55261,Noise_clip/740DBZK.wav,0.55399555,71,bad,0.2,0.982308984,76
PadSampleAudio/QD86KCD.wav,akawuka,55325,Noise_clip/QD86KCD.wav,0.706580698,73,bad,0.2,0.870270848,75
PadSampleAudio/81PVZAT.wav,ebisooli,54243,Noise_clip/81PVZAT.wav,0.000491727,10,best,1.0,0.928996444,75
PadSampleAudio/BS4AURP.wav,omuceere,54243,Noise_clip/BS4AURP.wav,0.01023646,36,best,1.0,0.549930215,71
PadSampleAudio/0CPCO41.wav,sow,54243,Noise_clip/0CPCO41.wav,0.00012185,-2,best,1.0,0.7834924459999999,74
PadSampleAudio/9DMI4RU.wav,ebyobulimi,54243,Noise_clip/9DMI4RU.wav,0.021956166000000003,43,good,0.7,0.381066829,67
PadSampleAudio/Y45UM3Z.wav,ensukusa,54243,Noise_clip/Y45UM3Z.wav,0.0,-63,best,1.0,0.244780868,64
PadSampleAudio/X1U2VMJ.wav,leaves,54243,Noise_clip/X1U2VMJ.wav,0.000795257,14,best,1.0,0.038476489,47
PadSampleAudio/PVOFKYE.wav,matooke seedlings,55261,Noise_clip/PVOFKYE.wav,0.279910296,65,bad,0.2,0.933163404,75
PadSampleAudio/ZEE7LRM.wav,obulwadde,55261,Noise_clip/ZEE7LRM.wav,0.403665602,68,bad,0.2,0.908334136,75
PadSampleAudio/9XCKVPA.wav,ddagala,55261,Noise_clip/9XCKVPA.wav,0.30771321100000004,66,bad,0.2,0.865868568,75
PadSampleAudio/V4BB8MM.wav,kisaanyi,54243,Noise_clip/V4BB8MM.wav,0.000289476,5,best,1.0,0.03035152,45
PadSampleAudio/ITCININ.wav,akasaanyi,55261,Noise_clip/ITCININ.wav,0.537743807,70,bad,0.2,1.047306895,76
PadSampleAudio/07BYRDT.wav,endagala,54243,Noise_clip/07BYRDT.wav,0.013135063,38,bad,0.2,0.702460051,73
PadSampleAudio/Z75FXM5.wav,kaamulali,54243,Noise_clip/Z75FXM5.wav,0.0,-63,best,1.0,0.34906584,67
PadSampleAudio/9XW0Z3V.wav,obulwadde,54243,Noise_clip/9XW0Z3V.wav,0.000980117,16,best,1.0,0.52627939,70
PadSampleAudio/XM7JBU2.wav,ensiringanyi,54243,Noise_clip/XM7JBU2.wav,0.008558658,34,best,1.0,1.046228528,76
PadSampleAudio/4ZFEQ1Q.wav,ground nuts,55133,Noise_clip/4ZFEQ1Q.wav,0.408012748,68,bad,0.2,0.899864852,75
PadSampleAudio/JFHNBZU.wav,ensiringanyi,54243,Noise_clip/JFHNBZU.wav,0.000589159,11,best,1.0,0.033660892000000005,46
PadSampleAudio/UHFMFKJ.wav,super grow,54243,Noise_clip/UHFMFKJ.wav,0.001057625,16,best,1.0,0.759464622,73
PadSampleAudio/G4KYYZ7.wav,seed,54243,Noise_clip/G4KYYZ7.wav,0.003504555,27,best,1.0,0.5810276870000001,71
PadSampleAudio/T3JOETQ.wav,ekimera,54243,Noise_clip/T3JOETQ.wav,0.005775948,31,best,1.0,0.415803462,68
PadSampleAudio/A4L3DZZ.wav,endwadde,54243,Noise_clip/A4L3DZZ.wav,0.001103938,17,best,1.0,0.820904732,74
PadSampleAudio/493T9CI.wav,fruit picking,54243,Noise_clip/493T9CI.wav,0.001136133,17,best,1.0,1.001184225,76
PadSampleAudio/DJO0J4W.wav,obuwuka,54243,Noise_clip/DJO0J4W.wav,0.001006809,16,best,1.0,0.703818321,73
PadSampleAudio/9SQ2Z71.wav,insect,54243,Noise_clip/9SQ2Z71.wav,0.017964877,41,good,0.7,0.959698737,75
PadSampleAudio/60Q5J4G.wav,okusiga,54243,Noise_clip/60Q5J4G.wav,0.008330934,34,best,1.0,0.521145642,70
PadSampleAudio/XKG082I.wav,leaf,54243,Noise_clip/XKG082I.wav,0.053454481,50,bad,0.2,0.7157288190000001,73
PadSampleAudio/PZHWZMA.wav,nakavundira,54243,Noise_clip/PZHWZMA.wav,0.002957939,25,best,1.0,0.053829882,50
PadSampleAudio/ZU4QZ3P.wav,kasaanyi,54243,Noise_clip/ZU4QZ3P.wav,0.0008999689999999998,15,best,1.0,0.030696094,46
PadSampleAudio/SBVYZIG.wav,ebyobulimi,54243,Noise_clip/SBVYZIG.wav,0.293557942,65,bad,0.2,0.8513361220000001,74
PadSampleAudio/XOESOZ8.wav,kisaanyi,54243,Noise_clip/XOESOZ8.wav,0.0010923839999999998,17,best,1.0,0.934090137,75
PadSampleAudio/PBXS2TE.wav,cassava,54243,Noise_clip/PBXS2TE.wav,0.067995973,52,bad,0.2,0.7520029540000001,73
PadSampleAudio/368FFUP.wav,amatooke,54243,Noise_clip/368FFUP.wav,0.33804944200000003,66,bad,0.2,0.781933129,74
PadSampleAudio/DFI45CH.wav,nnakati,55566,Noise_clip/DFI45CH.wav,0.002036156,22,best,1.0,0.505135417,70
PadSampleAudio/ZTIQXWJ.wav,akatunda,55197,Noise_clip/ZTIQXWJ.wav,0.7621960040000001,73,bad,0.2,0.94037652,75
PadSampleAudio/WTX5ZXZ.wav,okusaasaana,54243,Noise_clip/WTX5ZXZ.wav,0.000757277,13,best,1.0,0.024290659,43
PadSampleAudio/EUI4LU5.wav,ddagala,54243,Noise_clip/EUI4LU5.wav,0.000423537,8,best,1.0,0.76946485,73
PadSampleAudio/77G0P32.wav,mucungwa,54243,Noise_clip/77G0P32.wav,0.0187908,41,good,0.7,0.551134706,71
PadSampleAudio/6K0S9S3.wav,emisiri,54243,Noise_clip/6K0S9S3.wav,0.00483807,29,best,1.0,0.29004842,65
PadSampleAudio/6QRKXIC.wav,ebikajjo,54243,Noise_clip/6QRKXIC.wav,0.018490404,41,good,0.7,0.592234731,71
PadSampleAudio/B77INNZ.wav,miceere,54243,Noise_clip/B77INNZ.wav,0.008872568,35,best,1.0,0.859892607,74
PadSampleAudio/R701RI2.wav,ensujju,54243,Noise_clip/R701RI2.wav,0.706164479,73,bad,0.2,0.737497568,73
PadSampleAudio/W2FAGVD.wav,nfukirira,54243,Noise_clip/W2FAGVD.wav,0.048058402,49,good,0.7,0.725572765,73
PadSampleAudio/LADYOJE.wav,ebikongoliro,54243,Noise_clip/LADYOJE.wav,0.042075753,48,good,0.7,0.72488302,73
PadSampleAudio/Z2F7ZSL.wav,ennima,54243,Noise_clip/Z2F7ZSL.wav,0.172155187,60,bad,0.2,0.255853534,64
PadSampleAudio/C92JHM8.wav,spray,55239,Noise_clip/C92JHM8.wav,0.077756569,54,bad,0.2,0.515549183,70
PadSampleAudio/VNGWVL2.wav,endokwa,54243,Noise_clip/VNGWVL2.wav,0.028382711,45,good,0.7,0.413160503,68
PadSampleAudio/PFLJ1HG.wav,ensigo,54243,Noise_clip/PFLJ1HG.wav,0.02148011,42,good,0.7,0.618536055,72
PadSampleAudio/S4UFW8E.wav,ekitooke,54243,Noise_clip/S4UFW8E.wav,0.07716629700000001,54,bad,0.2,0.622640491,72
PadSampleAudio/J7K9383.wav,emicungwa,54243,Noise_clip/J7K9383.wav,0.001344299,18,best,1.0,0.766568482,73
PadSampleAudio/Z21XOMG.wav,endagala,54243,Noise_clip/Z21XOMG.wav,0.063446686,52,bad,0.2,0.383784086,67
PadSampleAudio/JWXXCP6.wav,matooke,54243,Noise_clip/JWXXCP6.wav,0.032960303,46,good,0.7,0.3611691,67
PadSampleAudio/UBR2321.wav,ensiringanyi,55261,Noise_clip/UBR2321.wav,0.319775164,66,bad,0.2,0.972897768,76
PadSampleAudio/RJWHBPJ.wav,obusaanyi,54243,Noise_clip/RJWHBPJ.wav,0.00017905299999999998,1,best,1.0,0.735570431,73
PadSampleAudio/3LYHJVJ.wav,omulimi,54243,Noise_clip/3LYHJVJ.wav,0.0,-63,best,1.0,0.327691942,66
PadSampleAudio/C1Q4WFG.wav,pumpkin,55325,Noise_clip/C1Q4WFG.wav,0.486622244,70,bad,0.2,0.907268465,75
PadSampleAudio/TRM47AA.wav,sow,54243,Noise_clip/TRM47AA.wav,0.818870008,74,bad,0.2,0.818870008,74
PadSampleAudio/5H3KWCO.wav,greens,55389,Noise_clip/5H3KWCO.wav,0.520048857,70,bad,0.2,0.993326545,76
PadSampleAudio/I8AHCUN.wav,omulimisa,54243,Noise_clip/I8AHCUN.wav,0.16088894,60,bad,0.2,0.176138207,61
PadSampleAudio/UJ1KWT5.wav,okusaasaanya,54243,Noise_clip/UJ1KWT5.wav,0.000489661,10,best,1.0,0.025856819,44
PadSampleAudio/B1N39T4.wav,amappapaali,54243,Noise_clip/B1N39T4.wav,0.282607108,65,bad,0.2,0.546631694,71
PadSampleAudio/7QYZESS.wav,bulimi,54243,Noise_clip/7QYZESS.wav,0.000399361,8,best,1.0,0.378858387,67
PadSampleAudio/7KQW49S.wav,ebisooli,54243,Noise_clip/7KQW49S.wav,0.033918586,46,good,0.7,0.450363696,69
PadSampleAudio/R9A7OWL.wav,matooke,54243,Noise_clip/R9A7OWL.wav,0.01302225,38,bad,0.2,0.7674479479999999,73
PadSampleAudio/BXKRLBZ.wav,okugimusa,54243,Noise_clip/BXKRLBZ.wav,0.219926789,63,bad,0.2,0.219926789,63
PadSampleAudio/VABPKET.wav,agriculture,54243,Noise_clip/VABPKET.wav,0.028204035,45,good,0.7,0.334166318,66
PadSampleAudio/50V5LCP.wav,okufukirira,54243,Noise_clip/50V5LCP.wav,0.051435247,50,bad,0.2,0.272451699,64
PadSampleAudio/GZQ1589.wav,kikolo,54243,Noise_clip/GZQ1589.wav,0.02743084,45,good,0.7,0.509269059,70
PadSampleAudio/N9ML79A.wav,farming instructor,54243,Noise_clip/N9ML79A.wav,0.006079055,31,best,1.0,0.788702369,74
PadSampleAudio/IHMR20L.wav,tomatoes,54243,Noise_clip/IHMR20L.wav,0.000297966,5,best,1.0,0.543700039,70
PadSampleAudio/25W0DKW.wav,farm,54243,Noise_clip/25W0DKW.wav,0.00107015,16,best,1.0,0.770785213,74
PadSampleAudio/A4LA2EA.wav,ekiwojjolo,54243,Noise_clip/A4LA2EA.wav,0.005821344,31,best,1.0,0.794724166,74
PadSampleAudio/1SLYU70.wav,emicungwa,54243,Noise_clip/1SLYU70.wav,0.001227844,18,best,1.0,0.825914323,74
PadSampleAudio/3ENNBNF.wav,amatooke,54243,Noise_clip/3ENNBNF.wav,0.013005395,38,bad,0.2,0.685706198,72
PadSampleAudio/RM7EHO4.wav,harvesting,54243,Noise_clip/RM7EHO4.wav,0.002401208,23,best,1.0,0.043296553,48
PadSampleAudio/T76GMLD.wav,bulimi,54243,Noise_clip/T76GMLD.wav,0.020985892000000003,42,good,0.7,0.40069294,68
PadSampleAudio/KIONC78.wav,fruit,54243,Noise_clip/KIONC78.wav,0.026223982000000003,44,good,0.7,0.251776129,64
PadSampleAudio/CTN05T1.wav,okugimusa,54243,Noise_clip/CTN05T1.wav,0.001382566,19,best,1.0,0.894589365,75
PadSampleAudio/REVBO2L.wav,kaamulali,54243,Noise_clip/REVBO2L.wav,0.000381455,7,best,1.0,0.782298088,74
PadSampleAudio/T80KWOG.wav,plantation,54243,Noise_clip/T80KWOG.wav,0.07568156,53,bad,0.2,0.290208846,65
PadSampleAudio/KZ3PJOE.wav,ensujju,55069,Noise_clip/KZ3PJOE.wav,1.016669393,76,bad,0.2,1.016669393,76
PadSampleAudio/LHECIQ0.wav,okugimusa,54243,Noise_clip/LHECIQ0.wav,0.000344716,7,best,1.0,0.837774217,74
PadSampleAudio/CBAZ9ZG.wav,emiyembe,54243,Noise_clip/CBAZ9ZG.wav,0.008751657,35,best,1.0,0.476628095,69
PadSampleAudio/LLZE01E.wav,ebitooke,54243,Noise_clip/LLZE01E.wav,0.00042244,8,best,1.0,0.807397604,74
PadSampleAudio/JCJNEH2.wav,obuwuka,55261,Noise_clip/JCJNEH2.wav,0.480603248,69,bad,0.2,0.910581768,75
PadSampleAudio/SZP5D3N.wav,ekisaanyi,54243,Noise_clip/SZP5D3N.wav,0.005680963000000001,31,best,1.0,0.483864576,69
PadSampleAudio/ZG0G9LJ.wav,kikolo,54243,Noise_clip/ZG0G9LJ.wav,0.022594975,43,good,0.7,0.057082377,51
PadSampleAudio/67FIJLB.wav,worm,54243,Noise_clip/67FIJLB.wav,0.000285431,5,best,1.0,0.838705778,74
PadSampleAudio/0L3V0MU.wav,ensujju,54243,Noise_clip/0L3V0MU.wav,0.0,-63,best,1.0,0.17261897,61
PadSampleAudio/TAIN6VQ.wav,ensukusa,54243,Noise_clip/TAIN6VQ.wav,0.021447195,42,good,0.7,0.231302679,63
PadSampleAudio/M209DHZ.wav,fruit picking,54243,Noise_clip/M209DHZ.wav,0.285428017,65,bad,0.2,0.843387902,74
PadSampleAudio/9GFQ87Q.wav,caterpillars,54243,Noise_clip/9GFQ87Q.wav,0.00027854400000000004,5,best,1.0,0.819780827,74
PadSampleAudio/7L61F5G.wav,obutunda,54243,Noise_clip/7L61F5G.wav,0.017444277,41,good,0.7,0.807603776,74
PadSampleAudio/KOZ1DVS.wav,ensiringanyi,54243,Noise_clip/KOZ1DVS.wav,0.000325572,6,best,1.0,0.826537132,74
PadSampleAudio/OKKI9LJ.wav,suckers,54243,Noise_clip/OKKI9LJ.wav,0.019035412,41,good,0.7,0.703362525,73
PadSampleAudio/6CQP64H.wav,butterfly,55239,Noise_clip/6CQP64H.wav,0.232650191,63,bad,0.2,0.663998902,72
PadSampleAudio/JWH0CF3.wav,farm,54243,Noise_clip/JWH0CF3.wav,0.000144312,0,best,1.0,0.76320976,73
PadSampleAudio/439REWV.wav,farm,54243,Noise_clip/439REWV.wav,0.011313627,37,best,1.0,0.655961871,72
PadSampleAudio/KXE6NOU.wav,ddagala,54243,Noise_clip/KXE6NOU.wav,0.000564892,11,best,1.0,0.8403943779999999,74
PadSampleAudio/QUR1ZA8.wav,crop,54243,Noise_clip/QUR1ZA8.wav,0.0032112940000000004,26,best,1.0,0.174213603,61
PadSampleAudio/O060MK0.wav,abalimi,54243,Noise_clip/O060MK0.wav,0.023881963,43,good,0.7,0.5039443370000001,70
PadSampleAudio/0I4YWTT.wav,okusaasaanya,54243,Noise_clip/0I4YWTT.wav,0.0023106470000000003,23,best,1.0,0.773156762,74
PadSampleAudio/D71DVXJ.wav,ekisaanyi,54243,Noise_clip/D71DVXJ.wav,0.00056528,11,best,1.0,0.787014663,74
PadSampleAudio/AD5ZHLZ.wav,rice,55261,Noise_clip/AD5ZHLZ.wav,0.27820226600000003,65,bad,0.2,0.914647281,75
PadSampleAudio/YLYQ7BG.wav,bibala,54243,Noise_clip/YLYQ7BG.wav,0.011994068,37,best,1.0,0.64546597,72
PadSampleAudio/U5LDFBX.wav,endwadde,54243,Noise_clip/U5LDFBX.wav,0.000311231,6,best,1.0,0.77426517,74
PadSampleAudio/3JIJL2F.wav,ground nuts,55325,Noise_clip/3JIJL2F.wav,0.263622999,64,bad,0.2,0.937740445,75
PadSampleAudio/35AKJ9F.wav,ebbugga,54243,Noise_clip/35AKJ9F.wav,0.007043107,33,best,1.0,0.550979614,71
